,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
3786,John Turner,1992,1992,F,6-8,245.0,"November 30, 1967",Phillips University,1819.0
3787,Myles Turner,2016,2018,C-F,6-11,243.0,"March 24, 1996",University of Texas at Austin,1626167.0
3790,Dave Twardzik,1973,1980,G,6-1,175.0,"September 20, 1950",Old Dominion University,78387.0
3791,Jack Twyman,1956,1966,F-G,6-6,210.0,"May 11, 1934",University of Cincinnati,78388.0
3792,B.J. Tyler,1995,1995,G,6-1,185.0,"April 30, 1971",University of Texas at Austin,189.0
3793,Terry Tyler,1979,1989,F-G,6-7,215.0,"October 30, 1956",University of Detroit Mercy,78390.0
3794,Charlie Tyra,1958,1962,C-F,6-8,230.0,"August 16, 1935",University of Louisville,78391.0
3796,Ekpe Udoh,2011,2018,C-F,6-10,240.0,"May 20, 1987",Baylor University,202327.0
3798,Tyler Ulis,2017,2018,G,5-10,150.0,"January 5, 1996",University of Kentucky,1627755.0
3799,Wes Unseld,1969,1981,C-F,6-7,245.0,"March 14, 1946",University of Louisville,78392.0
3804,Stephen Vacendak,1968,1970,G,6-1,185.0,"August 15, 1944",Duke University,80567.0
3805,Darnell Valentine,1982,1991,G,6-1,183.0,"February 3, 1959",University of Kansas,78395.0
3806,Denzel Valentine,2017,2018,G,6-6,212.0,"November 16, 1993",Michigan State University,1627756.0
3808,John Vallely,1971,1972,G,6-3,185.0,"October 3, 1948","University of California, Los Angeles",78397.0
3809,Dick Van Arsdale,1966,1977,G-F,6-5,210.0,"February 22, 1943",Indiana University,78398.0
3810,Tom Van Arsdale,1966,1977,F-G,6-5,202.0,"February 22, 1943",Indiana University,78399.0
3812,Jan Van Breda Kolff,1975,1983,F-G,6-7,195.0,"December 16, 1951",Vanderbilt University,78400.0
3813,Nick Van Exel,1994,2006,G,6-1,170.0,"November 27, 1971",University of Cincinnati,89.0
3814,Keith Van Horn,1998,2006,F,6-10,220.0,"October 23, 1975",University of Utah,1496.0
3815,Norm Van Lier,1970,1979,G,6-1,173.0,"April 1, 1947",Saint Francis University,78406.0
3816,Dennis Van Zant,1976,1976,F,6-9,210.0,"June 1, 1952",Azusa Pacific University,81754.0
3817,Gene Vance,1948,1952,G-F,6-3,195.0,"February 25, 1923",University of Illinois at Urbana-Champaign,78402.0
3819,Ernie Vandeweghe,1950,1956,F-G,6-3,195.0,"September 12, 1928",Colgate University,78405.0
3820,Kiki Vandeweghe,1981,1993,F,6-8,220.0,"August 1, 1958","University of California, Los Angeles",78404.0
3821,Nick Vanos,1986,1987,C,7-1,255.0,"April 13, 1963",Santa Clara University,78407.0
3824,Jarvis Varnado,2013,2014,F,6-9,230.0,"March 1, 1988",Mississippi State University,202363.0
3825,Greivis Vasquez,2011,2017,G,6-6,217.0,"January 16, 1987",University of Maryland,202349.0
3827,David Vaughn,1975,1976,C,6-11,220.0,"June 4, 1952",Oral Roberts University,81848.0
3828,David Vaughn,1996,1999,F,6-9,240.0,"March 23, 1973",University of Memphis,710.0
3829,Jacque Vaughn,1998,2009,G,6-1,190.0,"February 11, 1975",University of Kansas,1521.0
3830,Rashad Vaughn,2016,2018,G,6-6,202.0,"August 16, 1996","University of Nevada, Las Vegas",1626173.0
3832,Loy Vaught,1991,2001,F,6-9,230.0,"February 27, 1968",University of Michigan,919.0
3833,Bob Verga,1968,1974,G,6-1,190.0,"September 7, 1945",Duke University,78413.0
3835,Charlie Villanueva,2006,2016,F,6-11,232.0,"August 24, 1984",University of Connecticut,101111.0
3836,Jay Vincent,1982,1990,F,6-7,220.0,"June 10, 1959",Michigan State University,78418.0
3837,Sam Vincent,1986,1992,G,6-2,185.0,"May 18, 1963",Michigan State University,78417.0
3839,Claude Virden,1973,1973,F,6-6,195.0,"November 25, 1947",Murray State University,81192.0
3843,Noah Vonleh,2015,2018,F,6-10,240.0,"August 24, 1995",Indiana University,203943.0
3844,Jake Voskuhl,2001,2009,C,6-11,245.0,"November 1, 1977",University of Connecticut,2063.0
3845,Danny Vranes,1982,1988,F,6-7,210.0,"October 29, 1958",University of Utah,78423.0
3846,Brett Vroman,1981,1981,C,7-0,220.0,"December 25, 1955","University of Nevada, Las Vegas",78425.0
3847,Jackson Vroman,2005,2006,F-C,6-10,220.0,"June 6, 1981",Iowa State University,2761.0
3848,Nikola Vucevic,2012,2018,C,7-0,260.0,"October 24, 1990",University of Southern California,202696.0
3849,Dwyane Wade,2004,2018,G,6-4,220.0,"January 17, 1982",Marquette University,2548.0
3851,Von Wafer,2006,2012,G,6-5,210.0,"July 21, 1985",Florida State University,101144.0
3853,Dajuan Wagner,2003,2007,G,6-2,200.0,"February 4, 1983",University of Memphis,2402.0
3855,Milt Wagner,1988,1991,G,6-5,185.0,"February 20, 1963",University of Louisville,78429.0
3857,Dion Waiters,2013,2018,G,6-4,225.0,"December 10, 1991",Syracuse University,203079.0
3858,Granville Waiters,1984,1988,C,6-11,225.0,"January 8, 1961",Ohio State University,78430.0
3859,Andre Wakefield,1979,1980,G,6-3,175.0,"January 11, 1955",Loyola University of Chicago,78431.0
3860,Neal Walk,1970,1977,C,6-10,220.0,"July 29, 1948",University of Florida,78432.0
3861,Andy Walker,1977,1977,G,6-4,190.0,"March 25, 1955",Niagara University,78433.0
3862,Antoine Walker,1997,2008,F,6-8,224.0,"August 12, 1976",University of Kentucky,952.0
3863,Brady Walker,1949,1952,F-C,6-6,205.0,"March 15, 1921",Brigham Young University,78434.0
3864,Chet Walker,1963,1975,F-G,6-6,212.0,"February 22, 1940",Bradley University,78435.0
3865,Darrell Walker,1984,1993,G,6-4,180.0,"March 9, 1961",University of Arkansas,78437.0
3866,Foots Walker,1975,1984,G,6-0,184.0,"May 21, 1951",State University of West Georgia,78436.0
3867,Henry Walker,2009,2015,F,6-6,220.0,"October 9, 1987",Kansas State University,201611.0
3868,Horace Walker,1962,1962,F,6-3,210.0,"April 17, 1937",Michigan State University,78438.0
3869,Jimmy Walker,1968,1976,G,6-3,195.0,"April 8, 1944",Providence College,78439.0
3870,Kemba Walker,2012,2018,G,6-1,172.0,"May 8, 1990",University of Connecticut,202689.0
3871,Kenny Walker,1987,1995,F,6-8,210.0,"August 18, 1964",University of Kentucky,78440.0
3872,Phil Walker,1978,1978,G,6-3,180.0,"March 20, 1956",Millersville University of Pennsylvania,78441.0
3873,Samaki Walker,1997,2006,F,6-9,240.0,"February 25, 1976",University of Louisville,955.0
3874,Wally Walker,1977,1984,F,6-7,190.0,"July 18, 1954",University of Virginia,78442.0
3875,John Wall,2011,2018,G,6-4,195.0,"September 6, 1990",University of Kentucky,202322.0
3877,Gerald Wallace,2002,2015,F,6-7,215.0,"July 23, 1982",University of Alabama,2222.0
3878,John Wallace,1997,2004,F,6-8,225.0,"February 9, 1974",Syracuse University,961.0
3879,Rasheed Wallace,1996,2013,F-C,6-10,225.0,"September 17, 1974",University of North Carolina,739.0
3881,Dwight Waller,1969,1972,F,6-6,220.0,"October 5, 1945",Tennessee State University,78444.0
3882,Jamie Waller,1988,1988,G,6-4,215.0,"November 20, 1964",Virginia Union University,78445.0
3884,Jim Walsh,1958,1958,F,6-4,195.0,"August 29, 1930",Stanford University,78446.0
3886,Rex Walters,1994,2000,G,6-4,190.0,"March 12, 1970",University of Kansas,777.0
3887,Paul Walther,1950,1955,G-F,6-2,160.0,"March 23, 1927",University of Tennessee,78447.0
3888,Bill Walton,1975,1987,C-F,6-11,210.0,"November 5, 1952","University of California, Los Angeles",78450.0
3890,Lloyd Walton,1977,1981,G,6-0,160.0,"November 23, 1953",Marquette University,78449.0
3891,Luke Walton,2004,2013,F,6-8,235.0,"March 28, 1980",University of Arizona,2575.0
3892,Bobby Wanzer,1949,1957,G,6-0,170.0,"June 4, 1921",Seton Hall University,78453.0
3893,Perry Warbington,1975,1975,G,6-2,165.0,"September 7, 1952",Georgia Southern University,78454.0
3894,Charlie Ward,1995,2005,G,6-2,190.0,"October 12, 1970",Florida State University,369.0
3895,Gerry Ward,1964,1967,G,6-4,195.0,"September 6, 1941",Boston College,78455.0
3896,Henry Ward,1976,1977,G-F,6-4,195.0,"January 30, 1952",Jackson State University,78456.0
3898,Jim Ware,1967,1969,F,6-7,210.0,"May 2, 1944",Oklahoma City University,78457.0
3899,Ben Warley,1963,1970,F-G,6-5,200.0,"September 4, 1936",Tennessee State University,78458.0
3901,Cornell Warner,1971,1977,F-C,6-9,220.0,"August 12, 1948",Jackson State University,78460.0
3902,Bob Warren,1969,1976,G,6-5,190.0,"July 17, 1946",Vanderbilt University,80829.0
3904,T.J. Warren,2015,2018,F,6-8,230.0,"September 5, 1993",North Carolina State University,203933.0
3905,Willie Warren,2011,2011,G,6-4,203.0,"October 22, 1989",University of Oklahoma,202378.0
3906,Bryan Warrick,1983,1986,G,6-5,195.0,"July 22, 1959",Saint Joseph's University,78462.0
3907,Hakim Warrick,2006,2013,F,6-9,219.0,"July 8, 1982",Syracuse University,101124.0
3908,Chris Washburn,1987,1988,C,6-11,225.0,"May 13, 1965",North Carolina State University,78463.0
3911,Donald Washington,1975,1976,F,6-8,210.0,"April 22, 1952",University of North Carolina,81849.0
3912,Duane Washington,1988,1993,G,6-4,195.0,"August 31, 1964",Middle Tennessee State University,78464.0
3913,Eric Washington,1998,1999,G,6-4,190.0,"March 23, 1974",University of Alabama,1540.0
3914,Jim Washington,1966,1976,F-C,6-6,210.0,"July 1, 1943",Villanova University,78466.0
3915,Kermit Washington,1974,1988,F-C,6-8,230.0,"September 17, 1951",American University,78467.0
3917,Richard Washington,1977,1982,F-C,6-11,220.0,"July 15, 1955","University of California, Los Angeles",78468.0
3918,Stan Washington,1975,1975,G,6-4,190.0,"January 23, 1952",University of San Diego,78470.0
3919,Trooper Washington,1968,1973,F-C,6-7,215.0,"April 21, 1944",Cheyney University of Pennsylvania,80678.0
3920,Wilson Washington,1978,1979,F-C,6-9,227.0,"August 3, 1955",Old Dominion University,78471.0
3922,Bobby Watson,1955,1955,G,6-0,160.0,"March 22, 1930",University of Kentucky,79635.0
3924,Earl Watson,2002,2014,G,6-1,195.0,"June 12, 1979","University of California, Los Angeles",2248.0
3925,Jamie Watson,1995,1999,F,6-7,190.0,"February 23, 1972",University of South Carolina,320.0
3926,Ron Watts,1966,1967,F,6-6,210.0,"May 21, 1943",Wake Forest University,78474.0
3933,Nick Weatherspoon,1974,1980,F,6-7,195.0,"July 20, 1950",University of Illinois at Urbana-Champaign,78475.0
3934,Kyle Weaver,2009,2011,G,6-6,201.0,"February 18, 1986",Washington State University,201602.0
3937,Spud Webb,1986,1998,G,5-6,133.0,"July 13, 1963",North Carolina State University,892.0
3938,Chris Webber,1994,2008,F-C,6-9,245.0,"March 1, 1973",University of Michigan,185.0
3941,Elnardo Webster,1972,1972,F,6-5,190.0,"March 6, 1948",Saint Peter's College,80921.0
3942,Jeff Webster,1996,1996,F,6-8,232.0,"February 19, 1971",University of Oklahoma,1067.0
3943,Marvin Webster,1976,1987,C,7-1,225.0,"April 13, 1952",Morgan State University,78481.0
3944,Scott Wedman,1975,1987,F-G,6-7,215.0,"July 29, 1952",University of Colorado,78482.0
3945,Sonny Weems,2009,2016,G-F,6-6,205.0,"July 8, 1986",University of Arkansas,201603.0
3946,Dick Wehr,1949,1949,F,6-4,180.0,"December 9, 1925",Rice University,78483.0
3947,Brant Weidner,1984,1984,F,6-9,230.0,"October 28, 1960",College of William & Mary,78484.0
3948,Bob Weiss,1966,1977,G,6-2,180.0,"May 7, 1942",Pennsylvania State University,78485.0
3949,Rick Weitzman,1968,1968,G,6-2,175.0,"April 30, 1946",Northeastern University,78486.0
3950,Bonzi Wells,1999,2008,G-F,6-5,210.0,"September 28, 1976",Ball State University,1719.0
3951,Bubba Wells,1998,1998,F,6-5,230.0,"July 26, 1974",Austin Peay State University,1528.0
3952,Owen Wells,1975,1975,F,6-7,200.0,"December 9, 1950",University of Detroit Mercy,78488.0
3954,Chris Welp,1988,1990,C,7-0,245.0,"January 2, 1964",University of Washington,1846.0
3955,Bill Wennington,1986,2000,C,7-0,245.0,"April 26, 1963",St. John's University,82.0
3957,Robert Werdann,1993,1997,C,6-11,250.0,"September 12, 1970",St. John's University,438.0
3959,Walt Wesley,1967,1976,C,6-11,220.0,"January 25, 1945",University of Kansas,78495.0
3960,David West,2004,2018,F,6-9,250.0,"August 29, 1980",Xavier University,2561.0
3961,Delonte West,2005,2012,G,6-4,180.0,"July 26, 1983",Saint Joseph's University,2753.0
3962,Doug West,1990,2001,G-F,6-6,200.0,"May 27, 1967",Villanova University,28.0
3963,Jerry West,1961,1974,G,6-2,175.0,"May 28, 1938",West Virginia University,78497.0
3965,Mark West,1984,2000,C-F,6-10,230.0,"November 5, 1960",Old Dominion University,770.0
3966,Roland West,1968,1968,G,6-4,178.0,"June 6, 1944",University of Cincinnati,78499.0
3967,Russell Westbrook,2009,2018,G,6-3,200.0,"November 12, 1988","University of California, Los Angeles",201566.0
3968,Paul Westphal,1973,1984,G,6-4,195.0,"November 30, 1950",University of Southern California,78500.0
3969,John Wetzel,1968,1976,G-F,6-5,190.0,"October 22, 1944",Virginia Polytechnic Institute and State University,78501.0
3970,Robert Whaley,2006,2006,C,6-10,260.0,"April 16, 1982",Walsh University,101156.0
3971,Ennis Whatley,1984,1997,G,6-3,177.0,"August 11, 1962",University of Alabama,941.0
3972,DeJuan Wheat,1998,1999,G,6-0,165.0,"October 14, 1973",University of Louisville,1545.0
3973,Clinton Wheeler,1988,1989,G,6-1,185.0,"October 27, 1959",William Paterson University,78504.0
3974,Tyson Wheeler,1999,1999,G,5-10,165.0,"October 8, 1975",University of Rhode Island,1755.0
3977,Derrick White,2018,2018,G,6-5,190.0,"July 2, 1994",University of Colorado,1628401.0
3978,Eric White,1988,1989,F,6-8,200.0,"December 30, 1965",Pepperdine University,78507.0
3979,Herb White,1971,1971,G,6-2,195.0,"June 15, 1948",University of Georgia,78508.0
3980,Hubie White,1963,1971,G-F,6-4,205.0,"January 26, 1940",Villanova University,78509.0
3981,Jahidi White,1999,2005,F-C,6-9,290.0,"February 19, 1976",Georgetown University,1751.0
3982,James White,2007,2013,G-F,6-7,200.0,"October 21, 1982",University of Cincinnati,200778.0
3985,Randy White,1990,1994,F,6-8,240.0,"November 4, 1967",Louisiana Tech University,1839.0
3986,Rodney White,2002,2005,F,6-9,238.0,"June 28, 1980",University of North Carolina at Charlotte,2206.0
3987,Rory White,1983,1987,F,6-8,210.0,"August 16, 1959",University of South Alabama,78512.0
3988,Royce White,2014,2014,F,6-8,270.0,"April 10, 1991",Iowa State University,203091.0
3989,Rudy White,1976,1981,G,6-2,195.0,"June 23, 1953",Arizona State University,78513.0
3990,Tony White,1988,1988,G,6-2,170.0,"February 15, 1965",University of Tennessee,78514.0
3991,Willie White,1985,1986,G,6-3,195.0,"August 20, 1962",University of Tennessee at Chattanooga,78515.0
3992,Isaiah Whitehead,2017,2018,G,6-4,213.0,"March 8, 1995",Seton Hall University,1627785.0
3993,Jerome Whitehead,1979,1989,C-F,6-10,220.0,"September 30, 1956",Marquette University,78516.0
3995,Hassan Whiteside,2011,2018,C,7-0,265.0,"June 13, 1989",Marshall University,202355.0
3996,Dwayne Whitfield,1996,1996,F,6-9,240.0,"August 21, 1972",Jackson State University,730.0
3997,Chris Whitney,1994,2004,G,6-0,168.0,"October 5, 1971",Clemson University,43.0
3998,Hank Whitney,1968,1970,F-C,6-7,230.0,"April 28, 1939",Iowa State University,80245.0
4001,Sidney Wicks,1972,1981,F-C,6-8,225.0,"September 19, 1949","University of California, Los Angeles",78520.0
4002,Ron Widby,1968,1968,F,6-4,210.0,"March 9, 1945",University of Tennessee,80723.0
4003,Murray Wier,1950,1950,G,5-9,155.0,"December 12, 1926",University of Iowa,78521.0
4004,Bob Wiesenhahn,1962,1962,F,6-4,215.0,"December 22, 1938",University of Cincinnati,78522.0
4005,Andrew Wiggins,2015,2018,F-G,6-8,199.0,"February 23, 1995",University of Kansas,203952.0
4006,Mitchell Wiggins,1984,1992,G,6-4,185.0,"September 28, 1959",Florida State University,78523.0
4007,Ken Wilburn,1968,1969,F,6-6,195.0,"June 8, 1944",Central State University,78524.0
4009,Chris Wilcox,2003,2013,F,6-10,221.0,"September 3, 1982",University of Maryland,2404.0
4010,D.C. Wilcutt,1949,1950,G,6-2,165.0,"March 25, 1923",Saint Louis University,78525.0
4011,Gene Wiley,1963,1968,C,6-10,210.0,"November 12, 1937",Wichita State University,78526.0
4013,Michael Wiley,1981,1982,F,6-9,200.0,"October 16, 1957","California State University, Long Beach",78527.0
4014,Morlon Wiley,1989,1995,G,6-4,185.0,"September 24, 1966","California State University, Long Beach",78528.0
4015,Win Wilfong,1958,1961,G-F,6-2,185.0,"March 18, 1933",University of Memphis,78529.0
4016,Lenny Wilkens,1961,1975,G,6-1,180.0,"October 28, 1937",Providence College,78530.0
4017,Bob Wilkerson,1977,1983,G-F,6-6,195.0,"August 15, 1954",Indiana University,78531.0
4018,Jamaal Wilkes,1975,1986,F-G,6-6,190.0,"May 2, 1953","University of California, Los Angeles",78532.0
4019,James Wilkes,1981,1983,F,6-7,195.0,"April 1, 1958","University of California, Los Angeles",78533.0
4021,Dominique Wilkins,1983,1999,F-G,6-7,200.0,"January 12, 1960",University of Georgia,1122.0
4023,Gerald Wilkins,1986,1999,G-F,6-6,185.0,"September 11, 1963",University of Tennessee at Chattanooga,786.0
4024,Jeff Wilkins,1981,1986,C-F,6-11,230.0,"March 9, 1955",Illinois State University,78537.0
4025,Dale Wilkinson,1985,1985,F,6-10,220.0,"March 18, 1960",Idaho State University,78538.0
4028,Al Williams,1971,1971,F,6-6,200.0,"February 3, 1948",Drake University,81084.0
4030,Alvin Williams,1998,2007,G,6-5,185.0,"August 6, 1974",Villanova University,1541.0
4032,Bernie Williams,1970,1974,G,6-3,175.0,"December 30, 1945",La Salle University,78540.0
4035,Buck Williams,1982,1998,F-C,6-8,215.0,"March 8, 1960",University of Maryland,433.0
4038,Chuck Williams,1971,1978,G,6-2,175.0,"June 6, 1946",University of Colorado,78547.0
4039,Chuckie Williams,1977,1977,G,6-3,180.0,"December 31, 1953",Kansas State University,78541.0
4041,Corey Williams,1993,1994,G,6-2,190.0,"April 24, 1970",Oklahoma State University,101258.0
4042,Deron Williams,2006,2017,G,6-3,200.0,"June 26, 1984",University of Illinois at Urbana-Champaign,101114.0
4043,Derrick Williams,2012,2017,F,6-8,240.0,"May 25, 1991",University of Arizona,202682.0
4045,Earl Williams,1975,1979,C-F,6-7,230.0,"March 24, 1951",Winston-Salem State University,78546.0
4046,Elliot Williams,2012,2016,G,6-5,190.0,"June 20, 1989",University of Memphis,202343.0
4047,Eric Williams,1996,2007,F,6-8,220.0,"July 17, 1972",Providence College,677.0
4048,Fly Williams,1975,1975,G-F,6-5,200.0,"February 18, 1953",Austin Peay State University,82000.0
4049,Frank Williams,2003,2005,G,6-3,212.0,"February 25, 1980",University of Illinois at Urbana-Champaign,2421.0
4050,Freeman Williams,1979,1986,G-F,6-4,190.0,"May 15, 1956",Portland State University,78548.0
4051,Gene Williams,1970,1970,F,6-7,235.0,"April 1, 1947",Kansas State University,81071.0
4052,Gus Williams,1976,1987,G,6-2,175.0,"October 10, 1953",University of Southern California,78549.0
4053,Guy Williams,1985,1986,F,6-9,200.0,"July 1, 1960",Washington State University,78550.0
4054,Hank Williams,1975,1975,F,6-5,210.0,"April 28, 1952",Jacksonville University,81850.0
4055,Herb Williams,1982,1999,C-F,6-10,242.0,"February 16, 1958",Ohio State University,1006.0
4056,Hot Rod Williams,1987,1999,F-C,6-11,215.0,"August 9, 1962",Tulane University,73.0
4057,Jason Williams,1999,2011,G,6-1,190.0,"November 18, 1975",University of Florida,1715.0
4059,Jay Williams,2003,2003,G,6-2,195.0,"September 10, 1981",Duke University,2398.0
4060,Jayson Williams,1991,1999,F-C,6-9,240.0,"February 22, 1968",St. John's University,420.0
4061,Jerome Williams,1997,2005,F,6-9,206.0,"May 10, 1973",Georgetown University,966.0
4062,John Williams,1987,1995,F-C,6-8,235.0,"October 26, 1966",Louisiana State University,78554.0
4063,Jordan Williams,2012,2012,F,6-10,260.0,"October 11, 1990",University of Maryland,202716.0
4065,Kenny Williams,1991,1994,F,6-9,205.0,"June 9, 1969",Elizabeth City State University,78555.0
4066,Kevin Williams,1984,1989,G,6-2,175.0,"September 11, 1961",St. John's University,78556.0
4068,Marcus Williams,2007,2010,G,6-3,205.0,"December 3, 1985",University of Connecticut,200766.0
4069,Marcus Williams,2008,2009,F,6-7,205.0,"November 18, 1986",University of Arizona,201173.0
